TITULAR;UNIDAD;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ACCIDENTE;CATEGORIA;FECHA_ACCIDENTE;FECHA_FALLECIMIENTO
CORPORACION E INVERSIONES VIRGEN DE GUADALUPE S.A.C.;OYON 3;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;8/07/2014;9/07/2014
CORPORACION E INVERSIONES VIRGEN DE GUADALUPE S.A.C.;OYON 3;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;8/07/2014;9/07/2014
CORPORACION E INVERSIONES VIRGEN DE GUADALUPE S.A.C.;OYON 3;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Sin Categoría;8/07/2014;9/07/2014
PAN AMERICAN SILVER HUARON S.A.;HUARON;PASCO;PASCO;HUAYLLAY;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;16/07/2014;16/07/2014
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/07/2014;24/07/2014
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/07/2014;24/07/2014
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/07/2014;24/07/2014
MINERA HUINAC S.A.C.;ADMIRADA-ATILA;ANCASH;AIJA;LA MERCED;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Pequeña Minería;6/08/2014;6/08/2014
MINERA PARAISO S.A.C.;KAZAN;AREQUIPA;CARAVELI;HUANUHUANU;CAÍDAS DE PERSONAS;Pequeña Minería;19/08/2014;19/08/2014
SOCIEDAD MINERA CERRO VERDE S.A.A.;CERRO VERDE 1,2,3;AREQUIPA;AREQUIPA;YARABAMBA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;5/09/2014;6/09/2014
COMPAÑIA MINERA LOS CHUNCHOS S.A.C.;HERALDOS NEGROS;HUANCAVELICA;HUANCAVELICA;ACOBAMBILLA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/09/2014;20/09/2014
COMPAÑIA MINERA VALOR S.A.;HUACHOCOLPA UNO;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;30/11/2014;30/11/2014
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;LULICOCHA;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;6/12/2014;6/12/2014
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;LULICOCHA;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;6/12/2014;6/12/2014
OBRAS CIVILES Y MINERAS S.A.C.;DIVISION OYON 1;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;6/12/2014;6/12/2014
MINERA VIRGEN DE CHAPI 87 DE ICA S.A.C.;VIRGEN DE CHAPI-87;AREQUIPA;CARAVELI;CHAPARRA;DESPRENDIMIENTO DE ROCAS;Minería Artesanal;14/12/2014;14/12/2014
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;14/12/2014;15/12/2014
MINERA VIRGEN DE CHAPI 87 DE ICA S.A.C.;VIRGEN DE CHAPI-87;AREQUIPA;CARAVELI;CHAPARRA;DESPRENDIMIENTO DE ROCAS;Minería Artesanal;14/12/2014;14/12/2014
SOUTHERN PERU COPPER CORPORATION SUCURSAL DEL PERU;ACUMULACION CUAJONE;MOQUEGUA;MARISCAL NIETO;TORATA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL MANIPULEO DE MATERIALES;Gran y Mediana Minería;22/12/2014;22/12/2014
ALPAYANA S.A.;AMERICANA;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;1/01/2015;1/01/2015
EMPRESA ADMINISTRADORA CHUNGAR S.A.C.;ANIMON;PASCO;PASCO;HUAYLLAY;CAÍDAS DE PERSONAS;Gran y Mediana Minería;15/01/2015;15/01/2015
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;BREAPAMPA;AYACUCHO;PARINACOCHAS;CHUMPI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;21/01/2015;21/01/2015
MINERA CHINALCO PERU S.A.;TOROMOCHO;JUNIN;YAULI;MOROCOCHA;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;27/01/2015;27/01/2015
SOCIEDAD MINERA CERRO VERDE S.A.A.;CERRO VERDE 1,2,3;AREQUIPA;AREQUIPA;YARABAMBA;EXPOSICIÓN A, O CONTACTO CON ENERGÍA ELÉCTRICA;Gran y Mediana Minería;31/01/2015;31/01/2015
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;4/02/2015;4/02/2015
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;6/02/2015;6/02/2015
NEXA RESOURCES CAJAMARQUILLA S.A.;REFINERIA DE ZINC CAJAMARQUILLA;LIMA;LIMA;LURIGANCHO;ACARREO Y TRANSPORTE;Gran y Mediana Minería;7/03/2015;7/03/2015
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;ACARREO Y TRANSPORTE;Gran y Mediana Minería;12/03/2015;12/03/2015
COMPAÑIA MINERA SAN IGNACIO DE MOROCOCHA S.A.A.;SAN VICENTE;JUNIN;CHANCHAMAYO;VITOC;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;13/03/2015;13/03/2015
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;15/03/2015;15/03/2015
SOCIEDAD MINERA BAYA S.A.C.;EL RINCON PROHIBIDO;LIMA;HUAROCHIRI;ANTIOQUIA;DESPRENDIMIENTO DE ROCAS;Sin Categoría;17/03/2015;17/03/2015
DOE RUN PERU S.R.L. EN LIQUIDACION EN MARCHA;COBRIZA 1126;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;24/03/2015;24/03/2015
EMPRESA MINERA LOS QUENUALES S.A.;CASAPALCA-8;LIMA;HUAROCHIRI;CHICLA;CAÍDAS DE PERSONAS;Gran y Mediana Minería;25/03/2015;25/03/2015
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Gran y Mediana Minería;26/04/2015;26/04/2015
OBRAS CIVILES Y MINERAS S.A.C.;DIVISION OYON 1;LIMA;OYON;OYON;ATRAPADO POR DERRUMBE, DESLIZAMIENTO, SOPLADO DE MINERAL O DESMONTE;Pequeña Minería;27/04/2015;27/04/2015
MINERA CHINALCO PERU S.A.;TUNSHURUCO;JUNIN;YAULI;YAULI;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;19/06/2015;19/06/2015
COMPAÑIA MINERA RAURA S.A.;ACUMULACION RAURA;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;29/06/2015;30/06/2015
PAN AMERICAN SILVER HUARON S.A.;HUARON;PASCO;PASCO;HUAYLLAY;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;5/07/2015;6/07/2015
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;JULCANI;HUANCAVELICA;ANGARAES;CCOCHACCASA;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Gran y Mediana Minería;7/08/2015;7/08/2015
SOCIEDAD MINERA CORONA S.A.;ACUMULACION YAURICOCHA;LIMA;YAUYOS;LARAOS;ATRAPADO EN CHUTES O TOLVAS Y OTROS DURANTE DESATORO;Gran y Mediana Minería;13/08/2015;13/08/2015
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;4/09/2015;4/09/2015
COMPAÑIA MINERA CARAVELI S.A.C.;TAMBOJASA;AREQUIPA;CARAVELI;CHAPARRA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;7/09/2015;8/09/2015
COMPAÑIA MINERA PODEROSA S.A.;LIBERTAD;LA LIBERTAD;PATAZ;PATAZ;CAÍDAS DE PERSONAS;Gran y Mediana Minería;3/10/2015;3/10/2015
COMPAÑIA MINERA PODEROSA S.A.;LIBERTAD;LA LIBERTAD;PATAZ;PATAZ;CAÍDAS DE PERSONAS;Gran y Mediana Minería;3/10/2015;3/10/2015
AC AGREGADOS S.A.;AREQUIPA-M;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Pequeña Minería;19/10/2015;19/10/2015
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ORCOPAMPA;AREQUIPA;CASTILLA;ORCOPAMPA;CHOQUES CONTRA O GOLPES POR OBJETOS DURANTE EL CARGUÍO Y DESCARGA DE MINERAL/DESMONTE;Gran y Mediana Minería;4/11/2015;4/11/2015
COMPAÑIA MINERA PODEROSA S.A.;LA PODEROSA DE TRUJILLO;LA LIBERTAD;PATAZ;PATAZ;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;20/11/2015;20/11/2015
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;27/11/2015;27/11/2015
CORPORACION MINERA CENTAURO S.A.C.;QUICAY;PASCO;PASCO;SIMON BOLIVAR;CAÍDAS DE PERSONAS;Gran y Mediana Minería;12/01/2016;12/01/2016
COMPAÑIA MINERA QUIRUVILCA S.A. EN LIQUIDACION;QUIRUVILCA;LA LIBERTAD;SANTIAGO DE CHUCO;QUIRUVILCA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;17/01/2016;17/01/2016
S.M.R.L. COAL MINE;COAL MINE;LIMA;OYON;OYON;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Sin Categoría;20/01/2016;24/01/2016
MINERA AURIFERA RETAMAS S.A.;RETAMAS;LA LIBERTAD;PATAZ;PARCOY;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;31/01/2016;31/01/2016
SOCIEDAD MINERA EL BROCAL S.A.A.;COLQUIJIRCA Nº 2;PASCO;PASCO;TINYAHUARCO;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR OPERACIÓN DE MAQUINARIA;Gran y Mediana Minería;8/02/2016;8/02/2016
CONSORCIO MINERO HORIZONTE S.A.;ACUMULACION PARCOY Nº 1;LA LIBERTAD;PATAZ;PARCOY;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;13/02/2016;13/02/2016
NEXA RESOURCES PERU S.A.A.;CERRO LINDO;ICA;CHINCHA;CHAVIN;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;20/02/2016;20/02/2016
INVERSIONES MINERAS DE LOS ANDES S.A.C.;DON ALFONSO # 1;ANCASH;CASMA;BUENA VISTA ALTA;CAÍDAS DE PERSONAS;Sin Categoría;21/03/2016;21/03/2016
MINERA CROACIA E.I.R.L.;ESPERANZA DE CARAVELI;AREQUIPA;CARAVELI;ATICO;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;25/03/2016;25/03/2016
VOLCAN COMPAÑÍA MINERA S.A.A.;ACUMULACION ANDAYCHAGUA;JUNIN;YAULI;HUAY-HUAY;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;29/04/2016;29/04/2016
CATALINA HUANCA SOCIEDAD MINERA S.A.C.;CATALINA HUANCA;AYACUCHO;VICTOR FAJARDO;CANARIA;EXPOSICIÓN A, O CONTACTO CON RADIACIONES;Gran y Mediana Minería;16/06/2016;16/06/2016
MINERA LAS BAMBAS S.A.;FERROBAMBA;APURIMAC;COTABAMBAS;CHALLHUAHUACHO;CHOQUES CONTRA O ATRAPADO EN O GOLPES POR VEHÍCULO MOTORIZADO (TRÁNSITO);Gran y Mediana Minería;21/07/2016;21/07/2016
COMPAÑIA MINERA ARES S.A.C.;ACUMULACION INMACULADA 1;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;OTROS TIPOS - CAUSA NATURAL;Gran y Mediana Minería;27/07/2016;27/07/2016
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;JULCANI;HUANCAVELICA;ANGARAES;CCOCHACCASA;DESPRENDIMIENTO DE ROCAS;Gran y Mediana Minería;17/08/2016;17/08/2016
CORPORACION MINERA ANANEA S.A.;ANA MARIA;PUNO;SAN ANTONIO DE PUTINA;ANANEA;DESPRENDIMIENTO DE ROCAS;Pequeña Minería;30/08/2016;30/08/2016
VOLCAN COMPAÑÍA MINERA S.A.A.;CARAHUACRA;JUNIN;YAULI;YAULI;EXPOSICIÓN A, O CONTACTO CON, LA CORRIENTE ELÉCTRICA;Gran y Mediana Minería;14/09/2016;14/09/2016
COMPAÑIA MINERA COIMOLACHE S.A.;ACUMULACION TANTAHUATAY;CAJAMARCA;SAN MIGUEL;CATILLUC;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);Gran y Mediana Minería;15/09/2016;15/09/2016
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA;LA LIBERTAD;SANCHEZ CARRION;SARTIMBAMBA;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;Gran y Mediana Minería;6/02/2017;6/02/2017
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;Gran y Mediana Minería;6/02/2017;6/02/2017
ALPAYANA S.A.;ALIANZA-6;LIMA;HUAROCHIRI;CARAMPOMA;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;25/07/2017;25/07/2017
ALPAYANA S.A.;ALIANZA-6;LIMA;HUAROCHIRI;CARAMPOMA;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;28/08/2017;28/08/2017
MINERALES LIMA;MINERALES-DIEZ;;;;ATRAPADA POR UN OBJETO;Pequeña Minería;28/08/2017;28/08/2017
SOCIEDAD MINERA GHANDARVA S.R.L.;CANTINFLAS Nº 1;CAJAMARCA;CELENDIN;CHUMUCH;CAÍDAS DE PERSONAS;Minería Artesanal;17/12/2017;18/12/2017
COMPAÑIA MINERA PODEROSA S.A.;ALTO 3;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;Gran y Mediana Minería;3/01/2018;6/01/2018
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;CHOQUE CONTRA OBJETOS MÓVILES;Gran y Mediana Minería;6/02/2018;6/02/2018
COMPAÑIA MINERA PODEROSA S.A.;DEFENSA Nº 15;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;CHOQUE CONTRA OBJETOS MÓVILES;Gran y Mediana Minería;6/02/2018;6/02/2018
MINERA YANACOCHA S.R.L.;ACUMULACION MINAS CONGA;CAJAMARCA;CELENDIN;HUASMIN;ATRAPADA POR UN OBJETO;Gran y Mediana Minería;20/02/2018;20/02/2018
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;30/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;20/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;31/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;3/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;30/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;29/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;3/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;1/01/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 10B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;;6/01/2020;29/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 10B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;;6/01/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANCOYO;AREQUIPA;CASTILLA;CHACHAS;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;14/01/2020;29/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;15/01/2020;16/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANCOYO;AREQUIPA;CASTILLA;CHACHAS;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;;15/01/2020;14/01/2020
MINERA YANACOCHA S.R.L.;ACUMULACION MINAS CONGA;CAJAMARCA;CELENDIN;HUASMIN;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;16/01/2020;16/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 2;APURIMAC;ABANCAY;CIRCA;CHOQUE CONTRA OBJETOS MÓVILES;;30/01/2020;30/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 3A;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;30/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 3;APURIMAC;ABANCAY;CIRCA;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);;30/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 2;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;31/01/2020;15/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 3;APURIMAC;ABANCAY;CIRCA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;31/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 2;APURIMAC;ABANCAY;CIRCA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;31/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 7B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;OTRAS CAÍDAS DE OBJETOS;;31/01/2020;15/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDAGUA 1;AREQUIPA;CONDESUYOS;CAYARANI;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;31/01/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE PERSONAS CON DESNIVELACIÓN [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO;;31/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 5B;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;31/01/2020;14/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 2;APURIMAC;ABANCAY;CIRCA;CHOQUE CONTRA OBJETOS MÓVILES;;31/01/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 2;APURIMAC;ABANCAY;CIRCA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;31/01/2020;31/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;31/01/2020;31/01/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 11B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR);;31/01/2020;15/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 3;APURIMAC;ABANCAY;CIRCA;CHOQUE CONTRA OBJETOS MÓVILES;;3/02/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ACUMULACION ANGELICA 2007;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL;;3/02/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;5/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ANDEAN 11 10;PUNO;LAMPA;PARATIA;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS;;6/02/2020;6/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;ALICIA AURORA 7;APURIMAC;ABANCAY;CIRCA;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL;;6/02/2020;3/02/2020
COMPAÑÍA DE MINAS BUENAVENTURA S.A.A.;AMATE 2B;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL;;6/02/2020;6/02/2020
